"x"
62.28577
62.694072
61.974682
63.131545
63.637061
62.859344
65.503591
64.842527
63.967596
63.228759
63.053771
64.823087
62.742683
64.424502
63.112098
60.740049
57.386124
59.447089
58.358276
58.465213
57.969417
55.772352
60.506734
54.907137
52.836453
55.772352
58.990176
60.312303
58.980453
58.601314
58.212455
60.36091
60.93448
62.198277
62.791286
63.938426
64.813364
62.839897
62.441318
60.99281
62.567695
63.189872
65.756352
64.346735
67.895083
68.546431
66.378529
66.086888
64.356451
65.785516
66.864605
59.262377
58.455493
53.983592
57.531948
54.022479
57.036149
56.433416
57.79443
57.502785
56.734784
58.377719
55.908453
57.444454
58.027744
55.276556
56.375089
55.509871
55.986227
56.238985
57.852756
59.709566
58.863795
58.747138
58.387443
57.531948
56.238985
55.529314
53.604454
54.566886
53.001721
50.979643
50.9602
52.010125
58.261062
57.959694
55.509871
55.121012
53.341972
52.700352
50.30886
49.919997
50.610228
49.288101
50.95048
50.37691
48.490937
48.131238
49.152
46.429972
45.496707
46.546633
47.353517
47.859036
46.954935
48.46177
50.094985
49.385315
53.341972
51.611543
51.980962
50.065822
51.310175
50.843542
57.240303
61.303899
58.183288
57.181973
53.555847
53.098934
56.501466
54.343291
56.394529
55.616808
55.37377
56.666734
59.126277
58.134681
58.630481
58.018024
59.379038
58.51382
58.873519
58.523544
59.067946
59.709566
59.78734
59.913721
57.240303
54.537719
51.932351
52.447594
51.426836
46.974378
46.993822
48.189568
49.978328
47.091036
48.860352
45.778632
48.44233
49.307544
48.957569
47.713216
46.313315
46.245264
44.573162
39.848507
41.423392
40.149872
35.979339
34.628049
32.168506
30.583897
31.808811
32.081012
34.666936
36.562633
33.762834
28.620152
28.911797
29.777011
28.814581
30.029771
24.099646
24.187138
23.351088
22.612253
26.073113
27.161924
29.115949
30.642228
29.514532
30.992201
28.960405
26.743898
27.278581
28.172961
25.548152
24.012152
27.90076
26.831392
26.345316
25.645366
22.826126
20.006886
23.234429
23.739949
23.633012
23.224708
23.93438
19.540253
20.638784
20.823493
18.811139
19.637469
20.969316
21.844252
22.670581
21.19291
22.194227
20.8721
21.951189
23.963543
22.942785
22.855291
22.067848
22.097012
22.4081
22.971948
22.806682
23.030278
22.933063
25.266227
25.85924
27.346631
25.081518
25.703696
24.712101
21.805367
22.291443
20.405468
20.152708
20.376302
19.063899
20.852658
19.404151
19.277772
19.754126
20.580455
22.194227
21.241519
20.687393
20.813772
21.085975
22.301165
23.428861
24.342684
23.224708
21.465113
21.309569
20.774886
19.899948
18.004253
18.412557
17.722328
16.477975
15.719696
16.944607
16.234937
16.876557
16.662683
14.941974
15.369722
15.87524
14.689215
14.679494
15.097518
16.118278
16.283544
17.109873
16.614076
16.973771
18.062582
18.76253
19.025012
17.382075
19.559697
19.345822
19.112506
20.580455
20.492961
18.811139
19.054177
20.055492
21.669266
22.291443
22.252556
20.842937
20.794328
22.651138
22.952506
22.709468
23.205266
24.206581
23.487189
21.659544
22.281721
23.253873
22.942785
24.867645
23.574683
23.020557
23.409417
23.62329
24.799595
24.819038
26.170329
26.627239
24.819038
25.4801
24.051037
24.760708
23.545518
24.391291
24.51767
26.568911
27.113315
26.967493
25.587037
25.625924
26.286988
26.617518
26.899442
28.056304
29.932557
29.495088
28.124354
29.553417
28.659037
28.007695
28.396555
27.96881
27.910479
27.599391
27.443847
26.228657
26.50086
26.782783
27.103593
25.616202
25.946734
27.492456
28.872911
28.824303
29.417316
28.260455
28.474329
27.249418
26.656405
24.83848
24.935695
25.237062
24.362125
25.4801
25.849519
27.103593
28.54238
28.415999
29.038177
28.765974
27.939645
29.932557
30.710278
30.681113
30.46724
30.263087
30.175595
30.583897
31.925468
32.38238
31.594936
31.896304
32.567088
31.944911
31.147747
31.031088
30.603341
29.806176
28.629873
29.699239
29.193721
29.738126
30.661671
30.408911
31.303291
30.943594
31.478279
30.681113
30.370024
29.524253
28.250733
28.668759
28.843746
29.203443
30.000607
30.107543
30.749163
31.546329
31.653266
28.629873
29.349266
28.202126
27.638278
27.443847
27.123037
26.510582
26.50086
26.666126
26.802227
26.860556
25.421771
25.800912
26.267544
26.75362
25.946734
26.296707
26.598076
26.170329
26.218935
26.18005
26.170329
25.927291
27.609113
27.90076
28.639593
28.736809
28.717367
27.852151
27.949366
27.00638
28.241011
27.32719
27.667441
28.046582
27.648
28.765974
28.202126
29.164556
28.54238
28.814581
28.22157
28.279898
28.61043
28.532658
29.747848
28.756252
28.192404
28.522936
28.571543
29.961721
29.310379
29.465923
31.021366
31.410228
31.390785
31.283848
30.496405
30.088101
29.786733
29.349266
28.989569
29.164556
29.213163
29.913114
29.514532
30.165873
30.914429
31.867137
31.75048
31.857417
31.604656
31.381061
31.517162
31.439392
32.110175
32.236556
32.071292
32.460151
34.696099
35.833519
34.258634
34.423898
33.996152
33.617014
33.578127
32.712912
32.032405
30.797772
31.17691
31.701873
31.478279
30.457518
30.049214
31.04081
31.060253
30.894987
29.378429
29.592304
29.592304
30.924151
30.836657
32.528201
32.849013
33.52952
33.869771
33.626734
33.782278
33.743391
32.771239
32.489314
32.683745
33.296202
33.811441
33.753114
34.433618
33.947542
34.287797
34.19058
34.579442
34.569722
33.247595
33.762834
33.626734
33.928102
34.433618
33.937822
33.587847
33.830885
34.82248
34.773873
34.919694
34.948861
35.211342
35.629368
34.871087
35.201619
36.212657
36.339038
36.465415
36.630683
37.554228
37.904203
38.506936
38.108354
37.262583
37.25286
37.087596
37.816709
36.922328
37.408404
37.797266
38.662481
34.919694
34.861367
35.221062
34.044759
34.637772
33.743391
33.218428
32.246276
32.042125
33.587847
32.917063
32.839289
32.197669
29.456201
29.067341
28.746531
29.106228
27.57995
28.532658
27.609113
27.618835
27.541063
28.338227
27.96881
26.870277
27.638278
27.638278
26.014784
25.139848
25.275949
25.713418
27.366075
27.161924
27.161924
28.590987
28.484049
28.318783
28.552101
28.347949
27.307746
27.71605
27.521619
27.920201
27.784101
26.345316
26.218935
25.849519
25.762025
26.209214
27.249418
27.988253
28.318783
28.532658
29.670076
29.485366
29.028456
28.707646
29.232607
30.457518
30.447796
31.11858
31.925468
32.683745
33.160101
33.558683
32.985113
33.791998
34.462785
34.734986
35.376606
35.726581
35.687694
35.269669
35.075241
33.714227
33.111494
32.936507
33.801721
35.609924
34.472505
33.879491
34.268354
32.722632
32.97539
32.38238
31.896304
32.499037
31.75048
32.129619
33.412859
34.929417
35.872406
35.201619
35.619644
36.455695
37.068152
37.845873
37.758379
37.836149
37.583391
38.866632
38.944405
38.818025
38.448606
38.399999
39.070783
38.856912
38.886075
38.623594
37.923643
36.718177
36.076557
37.31119
37.408404
38.118074
39.498532
40.422077
41.248404
41.394229
40.597061
41.705317
41.540049
40.354023
41.345618
42.220556
42.794126
42.609418
41.617823
41.063697
40.917873
41.287291
