"V1","V2"
0.461369915999079,0.538630084000921
0.448899822940869,0.55110017705913
0.410221040388645,0.589778959611354
0.313453749560899,0.686546250439101
0.29957282138938,0.70042717861062
0.257961746665763,0.742038253334237
0.216458771399871,0.783541228600129
0.137440181734439,0.862559818265561
0.1111515012609,0.8888484987391
0.0890664308488812,0.910933569151119
0.0747825364797923,0.925217463520208
0.0360735239955731,0.963926476004427
0.0252570267715928,0.974742973228407
0.0206199596834323,0.979380040316568
0.0202773493068418,0.979722650693158
0.0159455841131232,0.984054415886877
0.023966264097803,0.976033735902197
0.0889074399191613,0.911092560080839
0.117638291944277,0.882361708055723
0.138679834429489,0.861320165570511
0.146737972691721,0.853262027308279
0.140205355536211,0.859794644463789
0.114566309264564,0.885433690735437
0.111668256112335,0.888331743887666
0.109096855217997,0.890903144782003
0.0912774154904923,0.908722584509508
0.0711400599520146,0.928859940047986
0.0406761255239205,0.95932387447608
4.37591044187042e-09,0.99999999562409
0.00333006940415257,0.996669930595848
0.0054741029502148,0.994525897049786
0.0211821079958674,0.978817892004134
0.0295188549660917,0.970481145033909
0.0441283661223692,0.955871633877632
0.0464124186631524,0.953587581336849
0.0510226207154456,0.948977379284556
0.0505991579712519,0.949400842028749
0.0450057449742493,0.954994255025752
0.0378842702370906,0.96211572976291
0.0335682346443388,0.966431765355662
0.0327682411332768,0.967231758866724
0.0244053950337242,0.975594604966277
0.0170449929532781,0.982955007046723
0.0163311552791291,0.983668844720872
0.0078889832150198,0.992111016784981
0.00308497533389263,0.996915024666108
0.00395483052386511,0.996045169476136
0.00182487960971773,0.998175120390284
0.0105144319205819,0.98948556807942
0.0181102954810492,0.981889704518952
0.0199259488444042,0.980074051155597
0.0142528741125944,0.985747125887407
0.00542670175966462,0.994573298240337
0.00171130515967986,0.998288694840322
0.00297368583366855,0.997026314166333
0.000251516348888401,0.999748483651113
0.00563214373733018,0.994367856262671
0.00412570424523846,0.995874295754763
2.2116346928881e-06,0.999997788365308
0.000363688569356576,0.999636311430645
0.00201835059904479,0.997981649400957
0.0110109791916633,0.988989020808338
0.0102819900969337,0.989718009903068
0.0079429520622369,0.992057047937764
0.000417016968557873,0.999582983031443
0.000162786123395029,0.999837213876606
0.0228065101896581,0.977193489810343
0.023457438980785,0.976542561019216
0.041218502896749,0.958781497103252
0.0417833855572479,0.958216614442753
0.035646711872322,0.964353288127679
0.0261936918167447,0.973806308183256
